PLACE_NM,GUGUN_NM,TRRSRT_LA,TRRSRT_LO,TRRSRT_ROAD_NM_ADDR,TEL_NO,GRP_NM,SEASON_NM,IEM_NM,CL_NM,ETC_CN
금수사,동구,35.15806,128.98772,부산광역시 동구 초량6동 망양로 533-1,0514673316,"가족,아이,커플,친구",사계절,"걷기,이색여행","산,도시","부산항이 한눈에 내려다보이는 금수사(金水寺)는 옛날부터 수행의 자리였다고 전한다. 임진왜란이 끝나고 1604년(선조 37) 조선인 포로들의 귀환을 협상하기 위해 승려 사명(四溟)[1544~1610]이 일본에 가게 되었다. 그때 사명 대사가 구계산에서 하루를 머물었는데, 이곳의 물맛을 맛보고 주위를 둘러보고는 실로 수도할 만한 자리라고 감탄하였다. 이때 사명을 따르던 한 제자가 그로부터 얼마 뒤 초암을 짓고 수행하였다. 그 이후 자세한 이야기는 전하지 않는다."
영진어묵카페,동구,35.1176,129.00009,부산광역시 동구 초량동 영초윗길 22-1,0514620055,"가족,아이,커플,친구",사계절,"걷기,이색여행","산,도시",이 곳은 삼성전기(주) 부산사업장 임직원들의 따뜻한 사랑과 아름다운 나눔으로 만들어진 공간으로 부산의 자랑인 영진어묵을 팔고 있으며 넓은 공간에서 내려다보는 부산의 전경이 시원한 곳이다.
금정산성,금정구,35.2755,129.05531,부산광역시 금정구 금성동,0515194082,"가족,부모,아이,커플,친구,혼자",사계절,걷기,"바다,산","부산에서 가장 아름다운 경치를 자랑하는 금정산을 방문해 보는 건 어떨까요? 여러 갈래의 등산로가 있어 오르고 싶은 코스를 골라 등산할 수도 있지만 금강공원에서 출발하는 케이블카를 타고 좀 더 편안하게 정상 부근까지 오르는 방법도 있답니다. 금강공원 내 평탄한 오솔길은 산책을 부르는 아름다운 길입니다. 풍성한 수목의 상쾌한 향기를 즐기며 곧 케이블카 승강장에 도착하게 되지요. 케이블카에서 내려 소나무 숲 사이로 난 길을 따라가면 금정산성 남문, 동문, 산성마을까지 이어집니다. 조선시대에 금정산성을 드나드는 성문이었던 곳은 세월의 흔적을 고스란히 간직하고 있어요. 자연석으로 쌓아 올린 성벽은 삐뚤빼뚤 돌의 모양이 제각각이지만 그만큼 켜켜이 쌓인 정교한 시간을 말해주는 듯합니다."
어린이대공원 숲속도서관,부산진구,35.18299,129.04416,부산광역시 부산진구 새싹로 295,0518607848,"커플,친구,혼자","봄,가을","자연,문화,이색여행",기타,"피톤치드 가득한 숲 속에 야외 도서관이 있다는 거 알고 계신가요? 부산어린이대공원 내에 위치한 숲속도서관인데요, 이곳이 바로 야외 독서를 위한 세 번째 명당입니다. 성지곡 수원지를 품은 부산어린이대공원은 빼어난 자연경관과 울창한 편백숲을 가지고 있습니다. 고즈넉한 호수를 중심으로 넓은 친수공간이 잘 조성되어 있고, 그 옆에 숲속도서관이 있답니다. 공원 내 산책로는 온통 편백향으로 가득해 걷는 내내 상쾌한 기분을 느낄 수 있어요."
대항어촌마을,강서구,35.0116731,128.82549,부산광역시 강서구 가덕해안로1207번길 9-2,0519727335,혼자,사계절,"걷기,이색여행",바다,부산의 가장 남쪽에 위치한 가덕도는 부산에서 가장 큰 섬이다. 남해바다와 접해 있는데다 연대봉을 비롯한 여러 산을 품고 있어서 힐링 스폿으로 요즘 주가를 높이고 있다. 최근에 부산의 올레길인 갈맷길 5-2코스가 개설되면서 트레킹 코스로도 각광받고 있다. 가덕도는 아픈 역사의 현장이기도 하다. 외양포와 대항세바지 인공동굴 등 러일전쟁과 일제강점기 당시 아픈 역사의 흔적들이 고스란히 남아 있다. 가덕도는 이제 거가대교로 연결돼 섬 아닌 섬이 됐다. 가덕도와 거제도 사이 바다로는 해저터널이 지난다. 가덕도와 인접한 섬인 눌차도 역시 교량으로 연결되면서 가덕도 구석구석을 자동차로 둘러볼 수 있다.?
정거마을,강서구,35.06641,128.83994,부산광역시 강서구 눌차동,0519715447,혼자,사계절,"걷기,이색여행",바다,정거마을은 가덕도 북단에 있다. 엄밀하게 이야기 하면 가덕도와 붙어 있는 섬 눌차도에 있는 마을이다. 임시로 만든 것 같은 다리 천가교를 건너면 곧장 눌차도다. 여기서부터 정거마을까지 해안을 따라 좁은 길이 이어진다. 가덕해안도로다. 정거마을까지 가는 동안 창밖으로 해운대나 광안리와는 전혀 다른 바다가 펼쳐진다. 바다 가운데 마치 바둑판처럼 떠 있는 구조물은 굴양식장이다. 부산에서 굴을 양식한다는 건 부산사람들도 잘 모른다. 길옆으로 굴을 팔거나 굴을 까는 작업장이 군데군데 들어서 있고 각종 조개껍질이 주변에 잔뜩 쌓여 있다. 바다 뒤로는 명지의 대단지 아파트와 낙동강 하구의 섬들이 아련하게 보인다. 대도시에서 상상하기 힘든 낯선 풍경이다.?
동백방파제,기장군,35.28821,129.25501,부산광역시 기장군 일광면 동백리 233-44,0517092899,"커플,친구,혼자",가을,자연,"바다,기타","기장의 조용한 어촌마을 동백항을 찾았어요. 드넓은 동해바다가 넘실거리는 곳이지만 항구는 전형적인 시골 어촌 풍경을 간직한 곳이랍니다. 규모는 작지만 낭만적인 몽돌해변도 보이고, 빨간색과 흰색의 쌍둥이 등대가 위풍당당하게 동백항을 지키고 있습니다. 방파제를 거닐며 돌아본 동백마을은 어쩐지 정겹고 따뜻한 느낌으로 다가옵니다. 맑은 가을 하늘 위 솜사탕처럼 한 점 두 점 걸려있는 구름도 멋진 풍경이 되어 주네요. 한적한 어촌마을에서 바람과 햇살, 그리고 그림 같은 풍경 즐기며 여유로운 산책으로 마음 속 힐링 챙겨가세요."
병산저수지,기장군,35.34369,129.17284,부산광역시 기장군 정관읍 용수리,0517094578,"커플,친구,혼자",가을,자연,"바다,기타","정관 좌광천을 따라 병산저수지까지 이어지는 길은 아는 사람만 안다는 봄날 벚꽃드라이브 코스이기도 합니다. 벚꽃이 흩날리는 이 길도 예쁘지만 청명한 가을날 탁 트인 저수지와 절묘하게 어우러진 아름다운 산새를 보는 것 또한 기억에 남을 즐거움을 준답니다. 뺨을 스치는 시원한 가을바람, 한아름 피어난 이름 모를 야생화, 저수지 위쪽에 터를 잡은 나무정자… 혼자 놀기 좋은 조건을 다~ 갖추었네요.^^ 준비한 간식에 따뜻한 커피 한 잔이면 느긋한 오후의 힐링 제대로죠!"
사라수변공원,기장군,35.2382,129.2049,부산광역시 기장군 기장읍 대라리 805-2,0517094531,"커플,친구,혼자",가을,자연,"바다,기타","숨어 있는 기장의 작은 공원 사라수변공원, 알고 보면 기장 도심에서 멀지 않은 곳이라 문득 생각날 때 이용하기 편리한 곳이랍니다. 호수 주변을 따라 쭉 뻗은 산책로가 이국적인 풍경을 선사합니다. 우거진 나무와 무성한 풀숲 사이로 주변 풍경 가득 담은 호수가 고즈넉한 분위기를 풍깁니다. 시원한 나무그늘을 찾아 폭신폭신 잔디 위에 피크닉매트 하나 깔면 오늘의 놀이터 완성! 가을은 독서의 계절, 마음의 양식도 쌓을 겸 책 한 권 펼쳐볼까요?"
천마산조각공원,서구,35.08808,129.01607,부산광역시 서구 천마산로209번길 94,0512404532,"가족,부모,아이,커플,친구,혼자",사계절,"자연,공원,걷기",산,"하늘에서 말이 내려왔다는 전설의 천마바위와 44점의 아름다운 조각예술작품이 운해의 바다 속에서 그 평화로움을 선보인다. 남항에서 서쪽으로 바라보이는 해발 324m의 아담한 산에 조성된 공원의 규모는 약 1만6천㎡에 이른다. 2002년까지 1차로 기존 체육시설 주변으로 조각공원을 조성하여 작품 공모전 입상작품 20점을 설치하였고, 2003년에는 전국 10개 대학교수들이 추천한 초대작  작품 24점의 추가배치와 함께 공원입구 정비ㆍ산책로정비 ㆍ공원내 철쭉꽃 심기 등의 사업을 완료하였다. 평화로운 조각공원에서 역량 있는 작가들의 수준 높은 작품들을 관람할 수 있다. 또한, 공원 주변에는 각종 체육시설과 산책로ㆍ전망대ㆍ쉼터 등의 편의시설이 학생들의 현장학습체험 문화공간으로도 각광받고 있다."
송도해상케이블카,서구,35.07639,129.02143,부산 서구 송도해변로 171,0512479900,"가족,커플,친구",사계절,이색여행,"바다,도시,기타","송도해상케이블카는 우리나라 제1호 공설해수욕장인 송도해수욕장의 옛 명성을 되살리기 위한 복원사업을 통해 2017년 6월 ‘부산에어크루즈’라는 브랜드로 재탄생하였습니다. 최고 86m 높이에서 송도해수욕장 동쪽 송림공원에서 서쪽 암남공원까지 1.62km 바다 위를 가로질러 운행함으로써 바다 한가운데에서 느끼는 짜릿함과 동시에 송도해수욕장, 부산 영도와 남항대교, 송도 해안둘레길, 파도치는 기암 절벽까지 한 눈에 감상할 수 있습니다. 아울러 거대한 공룡들이 소리를 내며 움직이는 ‘다이노 어드벤쳐’와 국내 최초의 케이블카 뮤지엄 ‘송도도펠마이어월드’, 아시아 최초의 공중그네 ‘VR스카이스윙’ 등 다양한 체험시설과 테마시설을 통해 관광형 케이블카로써 최고의 즐거움을 선사합니다."
송도구름산책로,서구,35.07548,129.0209,부산 서구 암남동 129-4,0512404061,"가족,커플,친구",사계절,이색여행,"바다,도시,기타","해수욕장 동편에 있는 거북섬을 육지와 있는 다리인 구름산책로는 일부구간은 투명 강화유리로 되어있어 바다 한가운데를 걸어가는 느낌을 느낄 수 있다. 바다위를 거닐며, 수많은 배가 정박해있는 송도연안과 송도해수욕장을 한눈에 볼 수 있어 부산 해수욕장의 새로운 랜드마크로 부상하고 있다. 2015년에 문을 연 송도구름산책로는 바다로 이어지는 365m길이의 다리다."
낙조분수,사하구,35.04712,128.96505,부산 사하구 몰운대1길 14 다대포해수욕장 진입로,0512205891,"가족,커플,친구",사계절,이색여행,"바다,도시,기타","다대포 꿈의 낙조분수는 부산에서 최초로 만들어진 음악과 조명에 맞춰 물줄기가 분출되는 음악분수다. 2010년 3월 27일 개장을 시작으로 매년 4월부터 10월까지 개장·운영하고 있다. 면적 7,731㎡, 원형지름 60m, 둘레 180m, 분수바닥면적 2,519㎡, 최대 물높이 55m로 세계 최대 규모로 (사)한국기록원으로부터 대한민국 및 세계 최대 기록으로 인증서를 받은 바 있으며, 2010년 3월 27일 기네스월드레코드에 ‘세계최대 바닥분수’로 등재되었다."
화지산 치유숲길,연제구,35.183876,129.06126,부산 연제구 거제동,0516654121,"부모,아이,커플,친구,혼자",사계절,"자연,걷기",산,화지산과 이어진 백양산 자락에 위치한 어린이대공원은 성지곡 수원지를 중심으로 싱그러움 가득한 자연림을 만끽할 수 있는 곳이다. 다양한 종의 크고 작은 수목들이 빽빽이 들어차 있다. 울창하게 자란 수목들 덕에 마치 이곳은 부산의 도심이 아닌 것 같다. 강원도 깊은 산자락 어디쯤을 걷고 있는 기분을 느끼며 본격적으로 탐방을 시작한다.
남항대교,서구,35.07877,129.02596,부산광역시 서구 암남동,0517800077,"가족,아이,커플,친구,혼자","봄,여름,가을",걷기,바다,"하양 빨강 쌍둥이 등대가 마주 자리한 남항 방파제, 그와 나란히 걸린 남항대교의 그림 같은 풍경에 시선이 머문다. 서구 암남동에서 영도구 영선동까지 이어지는 남항대교는 부산 해안순환도로를 잇는 다리 중 유일하게 보행통로가 조성되어 있다. 해상 산책길을 따라 여유롭게 걷거나, 열심히 자전거 페달을 밟으며 남항을 가로지른다. 힘차게 남항을 드나드는 배, 저 멀리 자갈치시장과 부산타워가 눈길을 사로잡는다. 수변공원에서 바라본 영도 먼 바다에는 대형선박들의 실루엣이 금빛을 받아 반짝인다."
구포무장애숲길,북구,35.197548,129.00046,부산 북구 구포동 42-1,0513381301,"아이,커플,친구,혼자","봄,여름,가을","자연,걷기",산,구포무장애숲길은 구포 한가운데 솟아 낙동강이 한눈에 내려다보이는 산책로다. 총 코스는 약 2km 정도로 남녀노소 할 것 없이 누구나 쉽게 숲을 즐길 수 있다. 등산을 하고 싶지만 여건상 오르기 어려운 사람에게도 추천할만한 장소이다.
초량이바구길,동구,35.11635,129.03874,부산광역시 동구 중앙대로 209번길 16,0514670289,"가족,아이,커플,친구,혼자",사계절,"체험,걷기,이색여행",도시,부산역을 빠져나오면 부산의 특별한 이야기가 시작된다. 부산역사 길 건너 좁은 골목길에서 만나는 옛백제병원과 남선창고터가 초량이바구길의 출발점이다. 웅장한 백제병원과 벽만 남은 남선창고터의 적벽돌에 세월의 흔적이 고스란히 묻어난다. 1920년대에 가장 화려하게 빛을 발했던 두 곳의 당시 상황이 머릿속에 그려지는 듯하다. 외국인 선교사에 의해 최초로 세워진 초량교회를 찾아간다. 항일운동을 전개하고 신사참배에 반대하던 사람들의 집결지였다고 한다. 초량초등학교 담장을 따라가는 좁은 골목길에는 세월의 흔적이 가득 묻어난다. 저마다의 사진 속에 피난민의 희로애락이 비춰진다. 도로도 없던 까꼬막 판자촌에 상수도가 있었을 리 없다. 168계단을 뛰어내려와 양동이에 물을 길어 끝이 없을 것 같은 계단을 다시 올라야 했겠지. 터만 남은 우물과 계단 옆 모노레일은 속절없이 흘러버린 세월의 무정함을 느끼게 한다. 부산 출신의 천재시인 김민부를 기리는 김민부 전망대에서 잠시 숨을 돌리고 이바구공작소로 향한다. 이바구공작소는 초량 산복도로의 소소한 이야기를 전시하는 공간이다. 하늘과 맞닿을 듯 자리한 산복도로 마을에는 집집마다 사연이 많다. 거친 삶의 흔적을 담담히 전해주는 곳이다.
동백해안산책로,해운대구,35.15196,129.15263,부산광역시 해운대구 동백로 99,0517497621,"아이,커플,친구,혼자","봄,여름,가을","자연,걷기",바다,"해운대해수욕장에서 탁 트인 바다를 바라보며 사색에 잠겨 걷다 보면 백사장 끝자락에 아담하게 자리하고 있는 동백섬에 다다르게 된다. 원래는 섬이었던 이곳은 오랜 세월 퇴적작용으로 육지와 연결되었지만 부산 사람들에겐 여전히 동백섬으로 불리고 있다. 동백섬의 자연을 그대로 담아 공원으로 조성한 동백 공원은 우거진 해송이 아름다운 곳이다. 동백섬 둘레를 따라 난 해안산책로는 950m 정도로 긴 편은 아니지만, 조용히 산책하며 하루의 일과를 정리하기에는 더없이 좋은 공간이다. 첫 번째 전망데크를 지나 조금만 걷다보면 바위 외로운 동상 하나가 눈에 들어온다. 삼국유사에 기록된 황옥공주의 설화를 바탕으로 제작된 인어상이다. 바다 건너 먼 곳으로 시집 간 황옥공주는 고국을 잊지 못해 보름달이 뜨는 밤바다를 보며 슬픈 마음을 달랬다고 한다. 이 동상은 1974년 처음 설치되었으나, 1987년 태풍으로 인해 유실되어 현재 상체 부분은 부산박물관에 보관되어 있다. 지금의 청동인어상은 1989년 새로이 제작된 것이다. 이어지는 바닷길을 따라가면 출렁다리가 눈앞에 나타난다. 일부 구간에는 아래를 볼 수 있게 되어 있지만, 다리가 비교적 짧고 높은 곳에 있지 않아 고소공포증이 있거나 높은 곳을 무서워하는 어린이라도 무난하게 지날 수 있다."
차박물관,부산진구,35.168705,129.07158,부산광역시 부산진구 진남로 506,0518503085,"가족,아이,커플,친구",사계절,체험,기타,"전통다도체험 및 음다, 일반인 및 학생들과 외국인들에게 우리의 전통문화인 한국다도를 직접 체험하게 함으로써 우리의 격조높은 전통문화를 널리 알리는 곳. 참가자 전원에게 다기세트를 준비하여 스스로 음다 할 수 있는 기회를 제공합니다. 우리나라 고유의 의복체험을 할 수 있는 기회를 제공합니다. 부산여자대학교 차박물관은 한국 전통차 문화에 대한 자료와 유물을 수집해 전시한 곳입니다. 1층 기념관 다촌(茶村) 정상구 박사 기념관은 선생의 고매(高邁)한 인품을 추모하고 뜻 깊었던 삶의 모습과 업적을 기리는 한편 그의 고귀한 정신과 훌륭한 인격을 후인들에게 널리 알려 본받게 하기 위하여 선생의 유업(遺業)과 유품(遺品)을 체계있게 분류 정리하여 전시하고 있다. 기념관의 특색은 선생의 온화한 성품 그대로 검소하고도 품위있는 분위기를 잘 드러내고 있으며 전시내용은 선생의 삶의 행적(行績)을 생애사, 교육, 문학, 정치, 다도, 예술, 저술(著述)분야로 나누어 꾸며진 곳. 2층 제 1 복식실 왕과 왕비, 문관과 무관의 의복과 여인들의 장신구와 전통혼례에 필요한 물품등을 전시. 어린이의 의복과 소품 전시. 제 2 복식실 고구려시대의 의복과 신라시대 화랑복과 조선시대의 선비, 여인들의 복식 및 장식품등을 전시.  특별전시실 말차다완의 다양한 종류가 시대별 전시. 3층 제 1 전시실 가야시대부터 삼국시대, 고려시대, 조선시대까지의 다구 및 도자기 전시. 제 2 전시실 목기류, 철제류, 민속류, 석제류, 현대도자기 전시."
부산라벤더팜,기장군,35.259415,129.14842,부산시 기장군 철마면 개좌로 679-30,0517216253,"가족,커플,친구","봄,여름,가을",이색여행,기타,향기로운 라벤더 로즈마리 재배 판매하는 부산라벤더팜. 보라빛 물결을 바라보면 마음이 편안해집니다. 가을시즌에는 밤줍기를 진행합니다. ㅡㅡ 농장개방안내 ㅡㅡ 라벤더시즌 : 5월15일~7월15일 알밤시즌 : 9월10일~10월10일
