"skey	se	lc_se_nm	cmpnm	detail_info	cvntl_knd_nm	image_url	writng_de",,,,
"284	도시철도역 주변우수업체	1호선	강냉이	""상 호 (전화번호) : 강냉이 (051-556-6695)주 소 : 동래구 명륜동 540-2위 치 : 동래역2번출구에서 3분테이블 수 : 전체 32", 입식 19," 주메뉴 : 숙성생삼겹살""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=507	2018-06-15 14:53",,
"285	도시철도역 주변우수업체	1호선	아리산	""상 호 (전화번호) : 아리산 (051-512-4333)주 소 : 금정구 중앙대로 2041위 치 : 남산역 3번출구에서 5분테이블 수 : 전체 6", 입식 4," 주메뉴 : 짜장면""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=504	2018-06-15 14:47",,
"286	도시철도역 주변우수업체	1호선	맛찬들 왕소금구이	""상 호 (전화번호) : 맛찬들 왕소금구이 (051-503-8090)주 소 : 동래구 온천동 1441-13위 치 : 동래역6번출구에서 10m테이블 수 : 전체 200", 입식 50," 주메뉴 : 숙성생삼겹살""	입식테이블|음식점|경사로|이용가능시설|장애인전용 주차구역	http://www.wheelbusan.or.kr/board/file/download?board_number=502	2018-06-15 14:32",,
"287	도시철도역 주변우수업체	1호선	목향한우곱창	""상 호 (전화번호) 목향한우곱창 (553-7229)주 소 동래로19길 5위 치 5번출구에서 3분테이블 수 / 주메뉴 전체 8", 입식 8 / 곱창전골 9,"000""	경사로|이용가능시설|음식점|입식테이블	http://www.wheelbusan.or.kr/board/file/download?board_number=500	2018-06-15 14:29",,
"288	도시철도역 주변우수업체	1호선	본가돼지국밥수육보쌈	""상 호 (전화번호) : 본가돼지국밥수육보쌈 (051-582-4084)주 소 : 금정구 부곡4동 873-43위 치 : 온천장역4번출구에서 3분테이블 수 : 전체 9", 입식 7," 주메뉴 : 돼지국밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=499	2018-06-15 14:26",,
"289	도시철도역 주변우수업체	1호선	파스타 인 갤러리	""상 호 (전화번호) : 파스타 인 갤러리 (051-555-4399)주 소 : 동래구 온천동 허브스카이 2층 04호위 치 : 온천장역3번출구에서 5분테이블 수 : 전체 8", 입식 8," 주메뉴 : 크림파스타 ""	입식테이블|음식점|경사로|이용가능시설|자동문|장애인전용 주차구역|엘리베이터|장애인화장실	http://www.wheelbusan.or.kr/board/file/download?board_number=497	2018-06-15 14:23",,
"290	도시철도역 주변우수업체	1호선	서울깍두기	""상 호 (전화번호) : 서울깍두기 (051-582-9005)주 소 : 금정구 장전온천천로 75위 치 : 부산대역1번출구에서 8분테이블 수 : 전체 14", 입식 11," 주메뉴 : 설렁탕""	입식테이블|음식점|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=494	2018-06-15 14:21",,
"291	도시철도역 주변우수업체	1호선	동해옥 순대요리	""상 호 (전화번호) : 동해옥 순대요리 (051-515-0736)주 소 : 금정구 금정로68번길 31-8위 치 : 부산대역3번출구에서 5분테이블 수 : 전체 9", 입식 7," 주메뉴 : 순대국밥""	입식테이블|경사로|이용가능시설|자동문	http://www.wheelbusan.or.kr/board/file/download?board_number=493	2018-06-15 14:18",,
"292	도시철도역 주변우수업체	1호선	구름다리 쌈도둑한식	""상 호 (전화번호) : 구름다리 쌈도둑한식 (051-504-1123)주 소 : 금정구 장전동 643-119 테라스파크 4층위 치 : 부산대역1번출구에서 2분테이블 수 : 전체 16", 입식 8," 주메뉴 : 고등어구이정식""	입식테이블|음식점|경사로|이용가능시설|자동문|장애인전용 주차구역|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=491	2018-06-15 14:15",,
"293	도시철도역 주변우수업체	1호선	부대꼬마김밥	""상 호 (전화번호) : 부대꼬마김밥 (051-513-2524)주 소 : 금정구 장전온천천로 57위 치 : 부산대역1번출구에서 2분테이블 수 : 전체 21", 입식 21," 주메뉴 : 꼬마김밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=490	2018-06-15 14:12",,
"294	도시철도역 주변우수업체	1호선	1980국제시장만두&열무국수	""상 호 (전화번호) : 1980국제시장만두&열무국수 (051-518-6588)주 소 : 금정구 금정로149번길 7위 치 : 장전역1번출구에서 5분테이블 수 : 전체 8", 입식 8," 주메뉴 : 찐만두""	입식테이블|음식점|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=487	2018-06-15 14:08",,
"295	도시철도역 주변우수업체	1호선	""도니가족발(구","부산족발)""	""상 호 (전화번호) : 도니가족발(구",부산족발) (051-582-3325)주 소 : 금정구 수림로 26위 치 : 장전역4번출구에서 2분테이블 수 : 전체 10, 입식 4," 주메뉴 : 족발 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=485	2018-06-15 14:03"
"296	도시철도역 주변우수업체	1호선	LADIFE	""상 호 (전화번호) : LADIFE (051-518-6333)주 소 : 금정구 수림로72번길 150위 치 : 구서역3번출구에서 13분테이블 수 : 전체 8", 입식 8," 주메뉴 : 아메리카노 ""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=484	2018-06-15 14:00",,
"297	도시철도역 주변우수업체	1호선	맛있는집	""상 호 (전화번호) : 맛있는집 (051-515-8665)주 소 : 금정구 중앙대로1945길 2위 치 : 두실역 3번출구에서 7분테이블 수 : 전체 6", 입식 6," 주메뉴 : 꼬마김밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=483	2018-06-15 13:46",,
"298	도시철도역 주변우수업체	1호선	삼복이밀면	""상 호 (전화번호) : 삼복이밀면 (051-513-3533)주 소 : 금정구 중앙대로1959길 9위 치 : 두실역3번출구에서 10분테이블 수 : 전체 13", 입식 13," 주메뉴 : 밀면""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=482	2018-06-15 13:43",,
"299	도시철도역 주변우수업체	1호선	명동칼국수	""상 호 (전화번호) : 명동칼국수 (051-513-5582)주 소 : 금정구 학산로13번길 13위 치 : 남산역1번출구에서 도보로 7분테이블 수 : 전체 5", 입식 5," 주메뉴 : 명동칼국수""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=481	2018-06-15 13:41",,
"300	도시철도역 주변우수업체	1호선	부산임진각식당	""상 호 (전화번호) : 부산임진각식당 (051-508-3531)주 소 : 금정구 놀이마당로 24위 치 : 범어사역 3번출구에서 15분테이블 수 : 전체 36", 입식 16," 주메뉴 : 한우소국밥""	입식테이블|음식점|경사로|이용가능시설|자동문|장애인전용 주차구역|엘리베이터	http://www.wheelbusan.or.kr/board/file/download?board_number=480	2018-06-15 13:37",,
"301	도시철도역 주변우수업체	1호선	봉구스밥버거	""상호(전화번호) : 봉구스밥버거 (051-583-3000 주소 : 금정구 중앙대로 2112 위치 : 범어사역4번 출구에서 1분 테이블 수 : 전체5", 입식5," 주메뉴 : 주먹밥""	입식테이블|음식점|경사로|이용가능시설	http://www.wheelbusan.or.kr/board/file/download?board_number=479	2018-06-14 14:32",,
